SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Manual Daily River Water Discharge (m3/sec)
3771,Majevadi,Gujarat SW GW,24,Gujarat,448,Junagadh,JUNAGADH,-,-,Und,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Und,21.60972222,70.41166667,02-09-2017 11:00,0.878
3772,Majevadi,Gujarat SW GW,24,Gujarat,448,Junagadh,JUNAGADH,-,-,Und,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Und,21.60972222,70.41166667,02-09-2017 14:00,0.84
3773,Majevadi,Gujarat SW GW,24,Gujarat,448,Junagadh,JUNAGADH,-,-,Und,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Und,21.60972222,70.41166667,02-09-2017 17:00,0.84
3774,Majevadi,Gujarat SW GW,24,Gujarat,448,Junagadh,JUNAGADH,-,-,Und,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Und,21.60972222,70.41166667,03-09-2017 08:00,0.602
3775,Majevadi,Gujarat SW GW,24,Gujarat,448,Junagadh,JUNAGADH,-,-,Und,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Und,21.60972222,70.41166667,03-09-2017 11:00,0.84
3776,Majevadi,Gujarat SW GW,24,Gujarat,448,Junagadh,JUNAGADH,-,-,Und,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Und,21.60972222,70.41166667,03-09-2017 14:00,0.751
3777,Majevadi,Gujarat SW GW,24,Gujarat,448,Junagadh,JUNAGADH,-,-,Und,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Und,21.60972222,70.41166667,03-09-2017 17:00,0.751
3778,Majevadi,Gujarat SW GW,24,Gujarat,448,Junagadh,JUNAGADH,-,-,Und,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Und,21.60972222,70.41166667,04-09-2017 08:00,0.751
3779,Majevadi,Gujarat SW GW,24,Gujarat,448,Junagadh,JUNAGADH,-,-,Und,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Und,21.60972222,70.41166667,04-09-2017 11:00,0.751
3780,Majevadi,Gujarat SW GW,24,Gujarat,448,Junagadh,JUNAGADH,-,-,Und,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Und,21.60972222,70.41166667,04-09-2017 14:00,0.751
3781,Majevadi,Gujarat SW GW,24,Gujarat,448,Junagadh,JUNAGADH,-,-,Und,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Und,21.60972222,70.41166667,04-09-2017 17:00,0.751
3782,Majevadi,Gujarat SW GW,24,Gujarat,448,Junagadh,JUNAGADH,-,-,Und,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Und,21.60972222,70.41166667,05-09-2017 08:00,0.749
3783,Majevadi,Gujarat SW GW,24,Gujarat,448,Junagadh,JUNAGADH,-,-,Und,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Und,21.60972222,70.41166667,05-09-2017 11:00,0.749
3784,Majevadi,Gujarat SW GW,24,Gujarat,448,Junagadh,JUNAGADH,-,-,Und,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Und,21.60972222,70.41166667,05-09-2017 14:00,0.749
3785,Majevadi,Gujarat SW GW,24,Gujarat,448,Junagadh,JUNAGADH,-,-,Und,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Und,21.60972222,70.41166667,05-09-2017 17:00,0.749
3786,Majevadi,Gujarat SW GW,24,Gujarat,448,Junagadh,JUNAGADH,-,-,Und,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Und,21.60972222,70.41166667,06-09-2017 08:00,0.471
3787,Majevadi,Gujarat SW GW,24,Gujarat,448,Junagadh,JUNAGADH,-,-,Und,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Und,21.60972222,70.41166667,06-09-2017 11:00,0.471
3788,Majevadi,Gujarat SW GW,24,Gujarat,448,Junagadh,JUNAGADH,-,-,Und,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Und,21.60972222,70.41166667,06-09-2017 14:00,0.471
3789,Majevadi,Gujarat SW GW,24,Gujarat,448,Junagadh,JUNAGADH,-,-,Und,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Und,21.60972222,70.41166667,06-09-2017 17:00,0.471
3790,Majevadi,Gujarat SW GW,24,Gujarat,448,Junagadh,JUNAGADH,-,-,Und,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Und,21.60972222,70.41166667,07-09-2017 08:00,0
3791,Majevadi,Gujarat SW GW,24,Gujarat,448,Junagadh,JUNAGADH,-,-,Und,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Und,21.60972222,70.41166667,07-09-2017 11:00,0
3792,Majevadi,Gujarat SW GW,24,Gujarat,448,Junagadh,JUNAGADH,-,-,Und,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Und,21.60972222,70.41166667,07-09-2017 14:00,0
3793,Majevadi,Gujarat SW GW,24,Gujarat,448,Junagadh,JUNAGADH,-,-,Und,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Und,21.60972222,70.41166667,07-09-2017 17:00,0
3794,Majevadi,Gujarat SW GW,24,Gujarat,448,Junagadh,JUNAGADH,-,-,Und,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Und,21.60972222,70.41166667,08-09-2017 08:00,0
3795,Majevadi,Gujarat SW GW,24,Gujarat,448,Junagadh,JUNAGADH,-,-,Und,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Und,21.60972222,70.41166667,08-09-2017 11:00,0
3796,Majevadi,Gujarat SW GW,24,Gujarat,448,Junagadh,JUNAGADH,-,-,Und,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Und,21.60972222,70.41166667,08-09-2017 14:00,0
3797,Majevadi,Gujarat SW GW,24,Gujarat,448,Junagadh,JUNAGADH,-,-,Und,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Und,21.60972222,70.41166667,08-09-2017 17:00,0
3798,Majevadi,Gujarat SW GW,24,Gujarat,448,Junagadh,JUNAGADH,-,-,Und,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Und,21.60972222,70.41166667,09-09-2017 08:00,0
3799,Majevadi,Gujarat SW GW,24,Gujarat,448,Junagadh,JUNAGADH,-,-,Und,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Und,21.60972222,70.41166667,09-09-2017 11:00,0
3800,Majevadi,Gujarat SW GW,24,Gujarat,448,Junagadh,JUNAGADH,-,-,Und,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Und,21.60972222,70.41166667,09-09-2017 14:00,0
3801,Majevadi,Gujarat SW GW,24,Gujarat,448,Junagadh,JUNAGADH,-,-,Und,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Und,21.60972222,70.41166667,09-09-2017 17:00,0
3802,Majevadi,Gujarat SW GW,24,Gujarat,448,Junagadh,JUNAGADH,-,-,Und,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Und,21.60972222,70.41166667,10-09-2017 08:00,0
3803,Majevadi,Gujarat SW GW,24,Gujarat,448,Junagadh,JUNAGADH,-,-,Und,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Und,21.60972222,70.41166667,10-09-2017 11:00,0
3804,Majevadi,Gujarat SW GW,24,Gujarat,448,Junagadh,JUNAGADH,-,-,Und,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Und,21.60972222,70.41166667,10-09-2017 14:00,0
3805,Majevadi,Gujarat SW GW,24,Gujarat,448,Junagadh,JUNAGADH,-,-,Und,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Und,21.60972222,70.41166667,10-09-2017 17:00,0
3806,Majevadi,Gujarat SW GW,24,Gujarat,448,Junagadh,JUNAGADH,-,-,Und,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Und,21.60972222,70.41166667,11-09-2017 08:00,0
3807,Majevadi,Gujarat SW GW,24,Gujarat,448,Junagadh,JUNAGADH,-,-,Und,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Und,21.60972222,70.41166667,11-09-2017 11:00,0
3808,Majevadi,Gujarat SW GW,24,Gujarat,448,Junagadh,JUNAGADH,-,-,Und,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Und,21.60972222,70.41166667,11-09-2017 14:00,0
3809,Majevadi,Gujarat SW GW,24,Gujarat,448,Junagadh,JUNAGADH,-,-,Und,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Und,21.60972222,70.41166667,11-09-2017 17:00,0
3810,Majevadi,Gujarat SW GW,24,Gujarat,448,Junagadh,JUNAGADH,-,-,Und,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Und,21.60972222,70.41166667,12-09-2017 08:00,0
3811,Majevadi,Gujarat SW GW,24,Gujarat,448,Junagadh,JUNAGADH,-,-,Und,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Und,21.60972222,70.41166667,12-09-2017 11:00,0
3812,Majevadi,Gujarat SW GW,24,Gujarat,448,Junagadh,JUNAGADH,-,-,Und,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Und,21.60972222,70.41166667,12-09-2017 14:00,0
3813,Majevadi,Gujarat SW GW,24,Gujarat,448,Junagadh,JUNAGADH,-,-,Und,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Und,21.60972222,70.41166667,12-09-2017 17:00,0
3814,Majevadi,Gujarat SW GW,24,Gujarat,448,Junagadh,JUNAGADH,-,-,Und,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Und,21.60972222,70.41166667,13-09-2017 08:00,0
3815,Majevadi,Gujarat SW GW,24,Gujarat,448,Junagadh,JUNAGADH,-,-,Und,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Und,21.60972222,70.41166667,13-09-2017 11:00,0
3816,Majevadi,Gujarat SW GW,24,Gujarat,448,Junagadh,JUNAGADH,-,-,Und,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Und,21.60972222,70.41166667,13-09-2017 14:00,0
3817,Majevadi,Gujarat SW GW,24,Gujarat,448,Junagadh,JUNAGADH,-,-,Und,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Und,21.60972222,70.41166667,13-09-2017 17:00,0
3818,Majevadi,Gujarat SW GW,24,Gujarat,448,Junagadh,JUNAGADH,-,-,Und,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Und,21.60972222,70.41166667,14-09-2017 08:00,0
3819,Majevadi,Gujarat SW GW,24,Gujarat,448,Junagadh,JUNAGADH,-,-,Und,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Und,21.60972222,70.41166667,14-09-2017 11:00,0
3820,Majevadi,Gujarat SW GW,24,Gujarat,448,Junagadh,JUNAGADH,-,-,Und,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Und,21.60972222,70.41166667,14-09-2017 14:00,0
3821,Majevadi,Gujarat SW GW,24,Gujarat,448,Junagadh,JUNAGADH,-,-,Und,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Und,21.60972222,70.41166667,14-09-2017 17:00,0
3822,Majevadi,Gujarat SW GW,24,Gujarat,448,Junagadh,JUNAGADH,-,-,Und,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Und,21.60972222,70.41166667,15-09-2017 08:00,0
3823,Majevadi,Gujarat SW GW,24,Gujarat,448,Junagadh,JUNAGADH,-,-,Und,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Und,21.60972222,70.41166667,15-09-2017 11:00,0
3824,Majevadi,Gujarat SW GW,24,Gujarat,448,Junagadh,JUNAGADH,-,-,Und,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Und,21.60972222,70.41166667,15-09-2017 14:00,0
3825,Majevadi,Gujarat SW GW,24,Gujarat,448,Junagadh,JUNAGADH,-,-,Und,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Und,21.60972222,70.41166667,15-09-2017 17:00,0
3826,Majevadi,Gujarat SW GW,24,Gujarat,448,Junagadh,JUNAGADH,-,-,Und,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Und,21.60972222,70.41166667,16-09-2017 08:00,0
3827,Majevadi,Gujarat SW GW,24,Gujarat,448,Junagadh,JUNAGADH,-,-,Und,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Und,21.60972222,70.41166667,16-09-2017 11:00,0
3828,Majevadi,Gujarat SW GW,24,Gujarat,448,Junagadh,JUNAGADH,-,-,Und,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Und,21.60972222,70.41166667,16-09-2017 14:00,0
3829,Majevadi,Gujarat SW GW,24,Gujarat,448,Junagadh,JUNAGADH,-,-,Und,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Und,21.60972222,70.41166667,16-09-2017 17:00,0
3830,Majevadi,Gujarat SW GW,24,Gujarat,448,Junagadh,JUNAGADH,-,-,Und,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Und,21.60972222,70.41166667,17-09-2017 08:00,2.48
3831,Majevadi,Gujarat SW GW,24,Gujarat,448,Junagadh,JUNAGADH,-,-,Und,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Und,21.60972222,70.41166667,17-09-2017 11:00,0
3832,Majevadi,Gujarat SW GW,24,Gujarat,448,Junagadh,JUNAGADH,-,-,Und,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Und,21.60972222,70.41166667,17-09-2017 14:00,0
3833,Majevadi,Gujarat SW GW,24,Gujarat,448,Junagadh,JUNAGADH,-,-,Und,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Und,21.60972222,70.41166667,17-09-2017 17:00,0
3834,Majevadi,Gujarat SW GW,24,Gujarat,448,Junagadh,JUNAGADH,-,-,Und,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Und,21.60972222,70.41166667,18-09-2017 08:00,0
3835,Majevadi,Gujarat SW GW,24,Gujarat,448,Junagadh,JUNAGADH,-,-,Und,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Und,21.60972222,70.41166667,18-09-2017 11:00,0
3836,Majevadi,Gujarat SW GW,24,Gujarat,448,Junagadh,JUNAGADH,-,-,Und,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Und,21.60972222,70.41166667,18-09-2017 14:00,0
3837,Majevadi,Gujarat SW GW,24,Gujarat,448,Junagadh,JUNAGADH,-,-,Und,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Und,21.60972222,70.41166667,18-09-2017 17:00,0
3838,Majevadi,Gujarat SW GW,24,Gujarat,448,Junagadh,JUNAGADH,-,-,Und,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Und,21.60972222,70.41166667,19-09-2017 08:00,0
3839,Majevadi,Gujarat SW GW,24,Gujarat,448,Junagadh,JUNAGADH,-,-,Und,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Und,21.60972222,70.41166667,19-09-2017 11:00,0
3840,Majevadi,Gujarat SW GW,24,Gujarat,448,Junagadh,JUNAGADH,-,-,Und,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Und,21.60972222,70.41166667,19-09-2017 14:00,0
3841,Majevadi,Gujarat SW GW,24,Gujarat,448,Junagadh,JUNAGADH,-,-,Und,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Und,21.60972222,70.41166667,19-09-2017 17:00,0
3842,Majevadi,Gujarat SW GW,24,Gujarat,448,Junagadh,JUNAGADH,-,-,Und,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Und,21.60972222,70.41166667,20-09-2017 08:00,0
3843,Majevadi,Gujarat SW GW,24,Gujarat,448,Junagadh,JUNAGADH,-,-,Und,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Und,21.60972222,70.41166667,20-09-2017 11:00,0
3844,Majevadi,Gujarat SW GW,24,Gujarat,448,Junagadh,JUNAGADH,-,-,Und,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Und,21.60972222,70.41166667,20-09-2017 14:00,0
3845,Majevadi,Gujarat SW GW,24,Gujarat,448,Junagadh,JUNAGADH,-,-,Und,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Und,21.60972222,70.41166667,20-09-2017 17:00,0
3846,Majevadi,Gujarat SW GW,24,Gujarat,448,Junagadh,JUNAGADH,-,-,Und,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Und,21.60972222,70.41166667,21-09-2017 08:00,0
3847,Majevadi,Gujarat SW GW,24,Gujarat,448,Junagadh,JUNAGADH,-,-,Und,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Und,21.60972222,70.41166667,21-09-2017 11:00,0
3848,Majevadi,Gujarat SW GW,24,Gujarat,448,Junagadh,JUNAGADH,-,-,Und,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Und,21.60972222,70.41166667,21-09-2017 14:00,0
3849,Majevadi,Gujarat SW GW,24,Gujarat,448,Junagadh,JUNAGADH,-,-,Und,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Und,21.60972222,70.41166667,21-09-2017 17:00,0
3850,Majevadi,Gujarat SW GW,24,Gujarat,448,Junagadh,JUNAGADH,-,-,Und,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Und,21.60972222,70.41166667,22-09-2017 08:00,0
3851,Majevadi,Gujarat SW GW,24,Gujarat,448,Junagadh,JUNAGADH,-,-,Und,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Und,21.60972222,70.41166667,22-09-2017 11:00,0
3852,Majevadi,Gujarat SW GW,24,Gujarat,448,Junagadh,JUNAGADH,-,-,Und,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Und,21.60972222,70.41166667,22-09-2017 14:00,0
3853,Majevadi,Gujarat SW GW,24,Gujarat,448,Junagadh,JUNAGADH,-,-,Und,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Und,21.60972222,70.41166667,22-09-2017 17:00,0
3854,Majevadi,Gujarat SW GW,24,Gujarat,448,Junagadh,JUNAGADH,-,-,Und,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Und,21.60972222,70.41166667,23-09-2017 08:00,0
3855,Majevadi,Gujarat SW GW,24,Gujarat,448,Junagadh,JUNAGADH,-,-,Und,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Und,21.60972222,70.41166667,23-09-2017 11:00,0
3856,Majevadi,Gujarat SW GW,24,Gujarat,448,Junagadh,JUNAGADH,-,-,Und,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Und,21.60972222,70.41166667,23-09-2017 14:00,0
3857,Majevadi,Gujarat SW GW,24,Gujarat,448,Junagadh,JUNAGADH,-,-,Und,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Und,21.60972222,70.41166667,23-09-2017 17:00,0
3858,Majevadi,Gujarat SW GW,24,Gujarat,448,Junagadh,JUNAGADH,-,-,Und,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Und,21.60972222,70.41166667,24-09-2017 08:00,0
3859,Majevadi,Gujarat SW GW,24,Gujarat,448,Junagadh,JUNAGADH,-,-,Und,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Und,21.60972222,70.41166667,24-09-2017 11:00,0
3860,Majevadi,Gujarat SW GW,24,Gujarat,448,Junagadh,JUNAGADH,-,-,Und,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Und,21.60972222,70.41166667,24-09-2017 14:00,0
3861,Majevadi,Gujarat SW GW,24,Gujarat,448,Junagadh,JUNAGADH,-,-,Und,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Und,21.60972222,70.41166667,24-09-2017 17:00,0
3862,Majevadi,Gujarat SW GW,24,Gujarat,448,Junagadh,JUNAGADH,-,-,Und,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Und,21.60972222,70.41166667,25-09-2017 08:00,0
3863,Majevadi,Gujarat SW GW,24,Gujarat,448,Junagadh,JUNAGADH,-,-,Und,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Und,21.60972222,70.41166667,25-09-2017 11:00,0
3864,Majevadi,Gujarat SW GW,24,Gujarat,448,Junagadh,JUNAGADH,-,-,Und,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Und,21.60972222,70.41166667,25-09-2017 14:00,0
3865,Majevadi,Gujarat SW GW,24,Gujarat,448,Junagadh,JUNAGADH,-,-,Und,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Und,21.60972222,70.41166667,25-09-2017 17:00,0
3866,Majevadi,Gujarat SW GW,24,Gujarat,448,Junagadh,JUNAGADH,-,-,Und,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Und,21.60972222,70.41166667,26-09-2017 08:00,0
3867,Majevadi,Gujarat SW GW,24,Gujarat,448,Junagadh,JUNAGADH,-,-,Und,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Und,21.60972222,70.41166667,26-09-2017 11:00,0
3868,Majevadi,Gujarat SW GW,24,Gujarat,448,Junagadh,JUNAGADH,-,-,Und,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Und,21.60972222,70.41166667,26-09-2017 14:00,0
3869,Majevadi,Gujarat SW GW,24,Gujarat,448,Junagadh,JUNAGADH,-,-,Und,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Und,21.60972222,70.41166667,26-09-2017 17:00,0
3870,Majevadi,Gujarat SW GW,24,Gujarat,448,Junagadh,JUNAGADH,-,-,Und,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Und,21.60972222,70.41166667,27-09-2017 08:00,0
3871,Majevadi,Gujarat SW GW,24,Gujarat,448,Junagadh,JUNAGADH,-,-,Und,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Und,21.60972222,70.41166667,27-09-2017 11:00,0
3872,Majevadi,Gujarat SW GW,24,Gujarat,448,Junagadh,JUNAGADH,-,-,Und,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Und,21.60972222,70.41166667,27-09-2017 14:00,0
3873,Majevadi,Gujarat SW GW,24,Gujarat,448,Junagadh,JUNAGADH,-,-,Und,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Und,21.60972222,70.41166667,27-09-2017 17:00,0
3874,Majevadi,Gujarat SW GW,24,Gujarat,448,Junagadh,JUNAGADH,-,-,Und,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Und,21.60972222,70.41166667,28-09-2017 08:00,0
3875,Majevadi,Gujarat SW GW,24,Gujarat,448,Junagadh,JUNAGADH,-,-,Und,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Und,21.60972222,70.41166667,28-09-2017 11:00,0
3876,Majevadi,Gujarat SW GW,24,Gujarat,448,Junagadh,JUNAGADH,-,-,Und,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Und,21.60972222,70.41166667,28-09-2017 14:00,0
3877,Majevadi,Gujarat SW GW,24,Gujarat,448,Junagadh,JUNAGADH,-,-,Und,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Und,21.60972222,70.41166667,28-09-2017 17:00,0
3878,Majevadi,Gujarat SW GW,24,Gujarat,448,Junagadh,JUNAGADH,-,-,Und,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Und,21.60972222,70.41166667,29-09-2017 08:00,0
3879,Majevadi,Gujarat SW GW,24,Gujarat,448,Junagadh,JUNAGADH,-,-,Und,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Und,21.60972222,70.41166667,29-09-2017 11:00,0
3880,Majevadi,Gujarat SW GW,24,Gujarat,448,Junagadh,JUNAGADH,-,-,Und,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Und,21.60972222,70.41166667,29-09-2017 14:00,0
3881,Majevadi,Gujarat SW GW,24,Gujarat,448,Junagadh,JUNAGADH,-,-,Und,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Und,21.60972222,70.41166667,29-09-2017 17:00,0
3882,Majevadi,Gujarat SW GW,24,Gujarat,448,Junagadh,JUNAGADH,-,-,Und,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Und,21.60972222,70.41166667,30-09-2017 08:00,0
3883,Majevadi,Gujarat SW GW,24,Gujarat,448,Junagadh,JUNAGADH,-,-,Und,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Und,21.60972222,70.41166667,30-09-2017 11:00,0
3884,Majevadi,Gujarat SW GW,24,Gujarat,448,Junagadh,JUNAGADH,-,-,Und,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Und,21.60972222,70.41166667,30-09-2017 14:00,0
3885,Majevadi,Gujarat SW GW,24,Gujarat,448,Junagadh,JUNAGADH,-,-,Und,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Und,21.60972222,70.41166667,30-09-2017 17:00,0
3886,Majevadi,Gujarat SW GW,24,Gujarat,448,Junagadh,JUNAGADH,-,-,Und,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Und,21.60972222,70.41166667,01-10-2017 08:00,0
3887,Majevadi,Gujarat SW GW,24,Gujarat,448,Junagadh,JUNAGADH,-,-,Und,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Und,21.60972222,70.41166667,01-10-2017 11:00,0
3888,Majevadi,Gujarat SW GW,24,Gujarat,448,Junagadh,JUNAGADH,-,-,Und,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Und,21.60972222,70.41166667,01-10-2017 14:00,0
3889,Majevadi,Gujarat SW GW,24,Gujarat,448,Junagadh,JUNAGADH,-,-,Und,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Und,21.60972222,70.41166667,01-10-2017 17:00,0
3890,Majevadi,Gujarat SW GW,24,Gujarat,448,Junagadh,JUNAGADH,-,-,Und,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Und,21.60972222,70.41166667,02-10-2017 08:00,0
